"","coexpression_counts"
"SLC25A24",148
"AL359258.2",13
"NBPF4",0
"AL359258.1",0
"AL390038.1",0
"NBPF6",0
"FAM102B",29
"HENMT1",18
"PRPF38B",169
"FNDC7",0
"AL591719.2",0
"STXBP3",121
"AKNAD1",4
"AL449266.1",0
"SPATA42",0
"GPSM2",58
"CLCC1",117
"WDR47",71
"TAF13",142
"AL356488.3",39
"TMEM167B",142
"AL356488.2",0
"C1orf194",0
"KIAA1324",38
"SARS",175
"CELSR2",8
"PSRC1",55
"MYBPHL",1
"SORT1",29
"PSMA5",175
"SYPL2",0
"ATXN7L2",6
"CYB561D1",30
"AMIGO1",0
"GPR61",0
"AL355310.3",0
"GNAI3",177
"GNAT2",0
"AMPD2",118
"AL355310.2",0
"GSTM4",69
"GSTM2",4
"GSTM1",0
"AC000032.1",0
"GSTM5",0
"AL158847.1",0
"GSTM3",148
"EPS8L3",0
"LINC01768",0
"AL450468.1",0
"AL450468.2",0
"CSF1",61
"AHCYL1",169
"STRIP1",63
"AL160006.1",12
"ALX3",1
"LINC01397",0
"UBL4B",0
"SLC6A17",3
"AL355990.1",0
"AL355990.2",0
"LINC02586",4
"KCNC4",87
"RBM15-AS1",2
"RBM15",54
"SLC16A4",22
"AL355488.1",4
"LAMTOR5",179
"PROK1",0
"AL358215.1",0
"AL358215.2",0
"CYMP-AS1",0
"KCNA10",0
"KCNA2",0
"AL365361.1",0
"KCNA3",0
"CD53",0
"AL360270.1",0
"LRIF1",98
"AL360270.3",3
"DRAM2",136
"CEPT1",45
"AL355816.1",0
"AL355816.2",0
"DENND2D",3
"CHI3L2",6
"CHIA",0
"AL356387.1",0
"PIFO",4
"OVGP1",0
"WDR77",134
"ATP5PB",179
"C1orf162",2
"TMIGD3",4
"ADORA3",1
"RAP1A",158
"LINC01160",0
"INKA2",1
"AL049557.1",0
"DDX20",73
"KCND3",1
"KCND3-AS1",0
"LINC01750",0
"AL445426.1",0
"CTTNBP2NL",138
"WNT2B",19
"AL354760.1",2
"ST7L",63
"CAPZA1",177
"MOV10",107
"AL603832.1",1
"RHOC",180
"AL603832.3",0
"PPM1J",23
"AL603832.2",0
"FAM19A3",1
"LINC01356",0
"AL390729.1",3
"SLC16A1",154
"SLC16A1-AS1",123
"AL357055.3",4
"LRIG2",64
"MAGI3",62
"PHTF1",129
"RSBN1",104
"AL137856.1",0
"PTPN22",31
"AP4B1-AS1",0
"BCL2L15",2
"AP4B1",55
"DCLRE1B",31
"HIPK1-AS1",2
"HIPK1",102
"OLFML3",79
"SYT6",0
"AL121999.1",0
"TRIM33",129
"BCAS2",142
"DENND2C",19
"AMPD1",0
"NRAS",150
"CSDE1",180
"SIKE1",137
"SYCP1",0
"TSHB",0
"TSPAN2",14
"LINC01765",0
"AL512638.2",0
"NGF",19
"VANGL1",101
"CASQ2",0
"NHLH2",0
"LINC01649",0
"SLC22A15",6
"AL365318.1",0
"MAB21L3",0
"LINC01779",0
"ATP1A1",175
"LINC01762",1
"AL136376.1",0
"AL390066.1",1
"CD58",127
"IGSF3",13
"C1orf137",0
"CD2",0
"AL157904.1",1
"PTGFRN",134
"CD101",0
"AL445231.1",0
"TTF2",100
"TRIM45",5
"VTCN1",0
"LINC01525",0
"AL358072.1",1
"MAN1A2",157
"AL157902.1",0
"TENT5C",0
"GDAP2",75
"WDR3",103
"SPAG17",1
"TBX15",27
"AL139420.1",0
"AL139420.2",0
"WARS2",59
"WARS2-IT1",0
"AL359915.2",18
"AL359915.1",0
"LINC01780",0
"HAO2",0
"HSD3B2",0
"HSD3B1",0
"ZNF697",65
"PHGDH",170
"HMGCS2",0
"REG4",0
"ADAM30",0
"NOTCH2",155
"AC245008.1",0
"SEC22B",161
"NBPF26",38
"PPIAL4A",0
"LINC00623",71
"FCGR1B",0
"AC244453.3",0
"AC244453.2",1
"AC244453.1",0
"FAM72B",5
"SRGAP2C",101
"SRGAP2-AS1",0
"AC244021.1",5
"AC244021.2",0
"AL592494.1",0
"AL592494.3",1
"LINC01691",0
"AC239859.3",0
"AC239800.2",5
"AC239800.3",34
"AC239798.2",0
"AC246680.1",0
"HIST2H3PS2",0
"FAM72C",2
"IGKV1OR1-1",0
"AC245595.1",173
"PPIAL4E",0
"AC246785.3",0
"NBPF15",43
"PPIAL4F",0
"LINC01632",0
"FP700111.1",0
"SRGAP2B",79
"FAM72D",7
"PPIAL4D",0
"AC245014.3",36
"AC245014.1",0
"NBPF20",32
"GPR89A",44
"PDZK1",0
"CD160",0
"RNF115",148
"POLR3C",71
"NUDT17",18
"PIAS3",104
"ANKRD35",32
"ITGA10",3
"AC243547.1",0
"PEX11B",76
"RBM8A",178
"LIX1L-AS1",2
"AC243547.3",0
"LIX1L",122
"ANKRD34A",7
"AC243547.2",0
"POLR3GL",121
"TXNIP",96
"HJV",0
"LINC01719",0
"NBPF10",33
"AC239799.1",0
"NOTCH2NL",29
"AC239799.2",6
"AC243756.1",0
"AC245407.2",0
"NBPF12",17
"AC244394.2",0
"PRKAB2",112
"AC242426.2",24
"FMO5",3
"CHD1L",107
"LINC00624",2
"BCL9",45
"ACP6",39
"AC241644.1",0
"GJA5",27
"AC241644.3",0
"AC241644.2",0
"GJA8",0
"GPR89B",18
"AC239803.2",0
"AC239803.3",0
"NBPF11",49
"AC239809.3",1
"AC239803.1",0
"LINC01731",1
"AC245100.6",0
"AC245100.1",0
"AC245100.7",0
"PPIAL4G",0
"NBPF14",122
"NUDT4B",11
"PDE4DIP",101
"AC239802.1",0
"AC239802.2",0
"AC239804.1",1
"NBPF9",37
"AC245297.3",155
"AC245297.2",13
"NBPF19",55
"PPIAL4C",0
"FCGR1A",0
"HIST2H2BF",21
"AC243772.2",0
"HIST2H3D",0
"HIST2H4A",5
"HIST2H3C",0
"HIST2H2AA3",3
"AC239868.3",6
"HIST2H2AA4",0
"HIST2H3A",0
"HIST2H4B",2
"AC239868.2",7
"HIST2H2BE",14
"HIST2H2AC",95
"HIST2H2AB",9
"BOLA1",74
"SV2A",89
"SF3B4",159
"MTMR11",64
"OTUD7B",91
"VPS45",86
"PLEKHO1",172
"ANP32E",170
"AC242988.1",0
"CA14",0
"APH1A",161
"C1orf54",112
"CIART",11
"MRPS21",179
"PRPF3",85
"RPRD2",95
"TARS2",42
"ECM1",105
"FALEC",1
"AL356356.1",3
"ADAMTSL4",12
"MCL1",169
"ENSA",165
"GOLPH3L",76
"HORMAD1",0
"CTSS",40
"CTSK",25
"ARNT",92
"CTXND2",0
"SETDB1",59
"CERS2",122
"AL590133.2",1
"AL590133.1",0
"ANXA9",0
"MINDY1",15
"PRUNE1",48
"BNIPL",3
"C1orf56",96
"CDC42SE1",152
"MLLT11",176
"GABPB2",52
"SEMA6C",23
"TNFAIP8L2",0
"SCNM1",128
"LYSMD1",28
"TMOD4",0
"VPS72",111
"PIP5K1A",109
"PSMD4",177
"AL391069.2",23
"ZNF687",32
"PI4KB",117
"AL391069.4",0
"RFX5",50
"AL391069.1",0
"AL391069.3",16
"SELENBP1",37
"PSMB4",180
"POGZ",136
"CGN",3
"TUFT1",43
"SNX27",129
"AL391335.1",0
"AL589765.1",0
"CELF3",0
"RIIAD1",4
"AL589765.7",1
"MRPL9",162
"OAZ3",24
"AL589765.4",0
"AL589765.5",0
"TDRKH",6
"TDRKH-AS1",4
"AL589765.6",0
"LINGO4",0
"RORC",0
"C2CD4D",0
"AL450992.2",0
"THEM5",0
"THEM4",121
"S100A10",180
"AL450992.1",0
"S100A11",180
"TCHHL1",0
"TCHH",1
"AL589986.1",0
"RPTN",0
"FLG-AS1",2
"AL589986.2",0
"HRNR",0
"FLG",0
"FLG2",0
"CRNN",0
"LCE5A",0
"CRCT1",0
"LCE3E",0
"LCE3D",0
"LCE3C",0
"LCE3B",0
"LCE3A",0
"LINC00302",0
"LCE2D",0
"LCE2C",0
"LCE2B",0
"LCE2A",0
"LCE4A",0
"C1orf68",0
"KPRP",0
"LCE1F",0
"LCE1E",0
"LCE1D",0
"LCE1C",0
"LCE1B",0
"LCE1A",0
"LCE6A",0
"SMCP",0
"IVL",0
"LINC01527",0
"SPRR5",0
"SPRR4",0
"SPRR1A",0
"SPRR3",0
"SPRR1B",0
"SPRR2D",0
"SPRR2A",0
"SPRR2B",0
"SPRR2E",0
"SPRR2F",0
"SPRR2G",0
"AL161636.1",0
"LELP1",0
"PRR9",0
"LOR",0
"PGLYRP3",0
"PGLYRP4",0
"S100A9",0
"S100A12",0
"S100A8",0
"S100A7A",0
"S100A7L2",0
"S100A7",0
"BX470102.1",1
"S100A6",180
"S100A5",2
"S100A4",34
"S100A3",76
"S100A2",60
"S100A16",178
"S100A14",0
"S100A13",180
"S100A1",2
"AL162258.2",14
"CHTOP",150
"SNAPIN",116
"ILF2",179
"NPR1",0
"INTS3",76
"AL513523.4",0
"AL513523.3",0
"SLC27A3",37
"GATAD2B",94
"AL358472.5",1
"DENND4B",60
"CRTC2",23
"SLC39A1",167
"AL358472.4",10
"AL358472.3",2
"CREB3L4",43
"JTB",177
"AL358472.2",6
"RAB13",179
"RPS27",180
"NUP210L",0
"TPM3",180
"C1orf189",0
"C1orf43",176
"UBAP2L",149
"HAX1",176
"AQP10",3
"ATP8B2",94
"IL6R-AS1",2
"IL6R",16
"SHE",0
"AL162591.2",0
"TDRD10",0
"UBE2Q1",139
"UBE2Q1-AS1",0
"CHRNB2",0
"AL592078.1",0
"ADAR",159
"KCNN3",11
"PMVK",134
"AL451085.1",1
"PBXIP1",102
"PYGO2",43
"AL451085.2",7
"SHC1",176
"CKS1B",141
"FLAD1",127
"LENEP",0
"ZBTB7B",53
"DCST2",1
"DCST1",0
"DCST1-AS1",1
"ADAM15",134
"EFNA4",79
"AL691442.1",0
"EFNA3",7
"EFNA1",4
"SLC50A1",138
"DPM3",149
"KRTCAP2",169
"AL713999.1",0
"TRIM46",40
"MUC1",8
"AC234582.1",9
"THBS3",65
"MTX1",167
"AC234582.2",0
"GBA",149
"FAM189B",122
"SCAMP3",145
"CLK2",50
"HCN3",10
"PKLR",0
"FDPS",179
"RUSC1-AS1",5
"RUSC1",126
"ASH1L",150
"ASH1L-AS1",22
"AL353807.2",0
"MSTO1",97
"YY1AP1",114
"DAP3",155
"AL162734.1",0
"GON4L",142
"SYT11",128
"RIT1",150
"KHDC4",78
"RXFP4",0
"ARHGEF2",133
"AL355388.2",0
"AL355388.1",0
"SSR2",180
"UBQLN4",83
"LAMTOR2",180
"RAB25",0
"MEX3A",92
"LMNA",180
"SEMA4A",1
"SLC25A44",68
"PMF1-BGLAP",1
"PMF1",148
"BGLAP",1
"PAQR6",4
"SMG5",82
"TMEM79",9
"GLMP",134
"VHLL",0
"CCT3",180
"TSACC",6
"RHBG",0
"AL139130.1",0
"C1orf61",1
"AL139412.1",1
"MEF2D",100
"AL365181.1",0
"IQGAP3",21
"TTC24",0
"NAXE",163
"GPATCH4",162
"AL365181.4",0
"HAPLN2",0
"AL365181.2",1
"BCAN",7
"AL365181.3",1
"AL590666.2",0
"NES",172
"AL590666.3",0
"CRABP2",12
"AL590666.1",0
"ISG20L2",122
"RRNAD1",48
"MRPL24",154
"HDGF",178
"PRCC",143
"SH2D2A",18
"NTRK1",0
"INSRR",0
"PEAR1",96
"LRRC71",1
"ARHGEF11",32
"ETV3L",5
"ETV3",35
"AL138900.1",0
"AL138900.3",0
"AL138900.2",0
"FCRL5",0
"FCRL4",0
"FCRL3",0
"AL356276.1",0
"FCRL2",0
"FCRL1",0
"CD5L",0
"KIRREL1",118
"LINC01704",0
"CD1D",1
"AL138899.1",0
"CD1A",0
"CD1C",0
"CD1B",0
"CD1E",0
"OR10T2",0
"OR10K2",0
"OR10K1",0
"OR10R2",0
"AL365440.2",0
"OR6Y1",0
"OR6P1",0
"OR10X1",0
"OR10Z1",0
"SPTA1",0
"OR6K2",0
"OR6K3",0
"OR6N1",0
"OR6K6",0
"OR6N2",0
"MNDA",0
"PYHIN1",0
"IFI16",171
"AIM2",1
"CADM3",1
"CADM3-AS1",0
"ACKR1",0
"FCER1A",0
"OR10J3",0
"AL513323.1",0
"OR10J1",0
"AL663023.1",0
"OR10J5",0
"APCS",0
"CRP",0
"DUSP23",121
"FCRL6",0
"SLAMF8",2
"AL590560.1",0
"SNHG28",0
"VSIG8",2
"AL590560.2",5
"CFAP45",11
"TAGLN2",180
"IGSF9",1
"SLAMF9",17
"LINC01133",145
"KCNJ10",1
"PIGM",79
"AL121987.1",0
"KCNJ9",0
"IGSF8",61
"ATP1A2",0
"ATP1A4",0
"CASQ1",0
"AL121987.2",3
"PEA15",171
"DCAF8",90
"AL139011.2",0
"AL139011.1",5
"PEX19",108
"COPA",177
"NCSTN",136
"NHLH1",12
"VANGL2",14
"SLAMF6",0
"AL138930.1",0
"CD84",0
"SLAMF1",0
"AL121985.1",2
"CD48",0
"SLAMF7",0
"LY9",0
"CD244",0
"ITLN1",1
"AL354714.3",0
"AL354714.1",0
"ITLN2",1
"F11R",38
"AL591806.3",0
"TSTD1",4
"USF1",8
"ARHGAP30",0
"NECTIN4",2
"AL591806.1",0
"KLHDC9",3
"PFDN2",179
"NIT1",94
"DEDD",76
"UFC1",178
"AL590714.1",0
"USP21",11
"PPOX",61
"B4GALT3",123
"ADAMTS4",67
"NDUFS2",178
"FCER1G",24
"APOA2",0
"TOMM40L",30
"NR1I3",1
"PCP4L1",0
"MPZ",4
"SDHC",171
"CFAP126",0
"AL592295.4",0
"AL592295.3",0
"AL831711.1",0
"FCGR2A",5
"HSPA6",2
"FCGR3A",0
"AL590385.1",0
"FCGR3B",0
"FCGR2B",1
"AL451067.1",0
"FCRLA",18
"FCRLB",31
"DUSP12",114
"AL359541.1",0
"ATF6",142
"OLFML2B",2
"AL590408.1",0
"NOS1AP",7
"AL512785.1",0
"AL512785.2",0
"C1orf226",3
"SPATA46",0
"SH2D1B",0
"UHMK1",152
"AL596325.1",1
"UAP1",168
"DDR2",170
"HSD17B7",37
"CCDC190",15
"RGS4",149
"AL499616.1",6
"AL592435.1",0
"NUF2",41
"PBX1",128
"AL357568.1",1
"LMX1A",0
"AL390730.1",0
"AL390730.2",0
"RXRG",0
"AL157714.2",0
"LRRC52",0
"AL356441.1",1
"MGST3",180
"ALDH9A1",159
"AL451074.6",0
"TMCO1",171
"AL451074.2",1
"UCK2",145
"AL358115.1",0
"FAM78B",0
"AL626787.1",0
"AL390115.1",0
"AL583804.1",0
"LINC01675",0
"POGK",85
"TADA1",21
"ILDR2",0
"MAEL",1
"AL158837.1",0
"GPA33",0
"DUSP27",0
"LINC01363",0
"AL451050.2",0
"POU2F1",78
"CD247",0
"AL359962.2",0
"CREG1",125
"AL031733.2",0
"RCSD1",0
"MPZL1",177
"ADCY10",0
"Z99943.1",1
"MPC2",176
"DCAF6",152
"GPR161",116
"TIPRL",168
"SFT2D2",143
"TBX19",13
"AL023755.1",0
"AL022100.2",0
"XCL2",0
"XCL1",0
"DPT",0
"AL031275.1",0
"LINC00626",0
"LINC00970",0
"AL031726.1",0
"ATP1B1",155
"NME7",111
"Z99758.1",0
"BLZF1",101
"CCDC181",6
"SLC19A2",32
"AL021068.1",0
"F5",0
"SELP",0
"C1orf112",25
"SELL",4
"SELE",0
"AL021940.1",0
"METTL18",26
"SCYL3",38
"KIFAP3",133
"AL356475.1",0
"METTL11B",0
"LINC01681",0
"LINC01142",0
"AL354732.1",5
"GORAB",70
"AL162399.1",0
"AL023495.1",0
"PRRX1",162
"Z97200.1",38
"MROH9",0
"FMO3",0
"FMO2",2
"AL021026.1",0
"AL445673.1",0
"FMO1",0
"FMO4",8
"PRRC2C",177
"MYOCOS",0
"MYOC",0
"VAMP4",82
"METTL13",90
"DNM3",3
"DNM3OS",110
"PIGC",112
"C1orf105",0
"SUCO",118
"FASLG",0
"AL031599.1",0
"Z97198.1",0
"TNFSF18",0
"AL022310.1",0
"TNFSF4",16
"AL645568.1",17
"PRDX6",180
"SLC9C2",1
"AL139142.1",0
"ANKRD45",1
"TEX50",0
"KLHL20",95
"CENPL",42
"DARS2",79
"GAS5-AS1",1
"ZBTB37",45
"SERPINC1",0
"RC3H1",97
"AL121983.1",2
"AL121983.2",1
"RABGAP1L",76
"GPR52",0
"Z99127.1",0
"CACYBP",172
"MRPS14",164
"TNN",0
"KIAA0040",8
"AL008626.1",0
"Z94057.1",0
"TNR",0
"LINC01657",0
"AL513329.1",0
"COP1",115
"AL590723.1",0
"AL359265.3",0
"PAPPA2",46
"ASTN1",0
"BRINP2",0
"LINC01645",0
"AL122019.1",0
"LINC01741",0
"SEC16B",8
"RASAL2-AS1",7
"RASAL2",117
"CLEC20A",0
"TEX35",0
"C1orf220",2
"AL137796.1",1
"AL449106.1",2
"RALGPS2",98
"ANGPTL1",11
"FAM20B",104
"TOR3A",100
"ABL2",148
"SOAT1",128
"AXDND1",1
"AL160286.3",0
"NPHS2",0
"TDRD5",0
"AL359853.3",0
"FAM163A",7
"AL359853.1",0
"AL359853.2",0
"TOR1AIP2",162
"AL353708.3",2
"TOR1AIP1",118
"AL353708.2",0
"AL353708.1",5
"CEP350",147
"AL390718.1",0
"QSOX1",173
"LHX4",2
"ACBD6",169
"OVAAL",0
"XPR1",73
"AL162431.1",0
"KIAA1614",15
"AL162431.2",3
"KIAA1614-AS1",7
"STX6",116
"MR1",34
"IER5",99
"LINC01732",0
"AL358393.1",0
"LINC01699",0
"CACNA1E",0
"AL161734.1",0
"ZNF648",0
"AL355482.1",0
"AL355482.2",0
"AL390856.1",0
"LINC01344",0
"GLUL",131
"TEDDM1",0
"LINC00272",0
"RGSL1",0
"RNASEL",35
"RGS16",4
"LINC01686",0
"RGS8",0
"LINC01688",0
"NPL",6
"DHX9",173
"SHCBP1L",0
"LAMC1",179
"LAMC1-AS1",0
"LAMC2",16
"NMNAT2",33
"SMG7",119
"NCF2",7
"ARPC5",180
"RGL1",71
"APOBEC4",0
"AL590422.1",0
"COLGALT2",9
"TSEN15",121
"AL445228.1",0
"AL445228.2",3
"C1orf21",93
"EDEM3",131
"FAM129A",130
"LINC01633",0
"RNF2",101
"TRMT1L",73
"SWT1",16
"IVNS1ABP",109
"AL078644.2",3
"LINC01350",0
"AL133383.1",0
"HMCN1",57
"AL133553.1",0
"PRG4",0
"TPR",178
"ODR4",107
"OCLM",4
"AL596220.1",1
"PDC",5
"AL096803.3",0
"PTGS2",164
"PACERR",11
"PLA2G4A",54
"ERVMER61-1",1
"AL596211.1",0
"AL929288.1",0
"AL691515.1",0
"AL691515.2",0
"LINC01035",0
"LINC01701",0
"AL591504.1",0
"BRINP3",1
"AL354771.1",0
"LINC01351",0
"AL391645.1",0
"LINC01720",0
"AL713866.1",0
"LINC01680",0
"AL359081.1",0
"AL954650.1",0
"RGS18",0
"AL390957.1",2
"RGS21",0
"AL136987.1",0
"RGS1",0
"RGS13",0
"AL136454.1",154
"RGS2",46
"UCHL5",134
"TROVE2",166
"GLRX2",174
"CDC73",151
"B3GALT2",1
"LINC01031",0
"AL357793.1",0
"AL357793.2",0
"AL356272.1",0
"AL513348.1",0
"LINC01724",0
"KCNT2",4
"CFH",127
"CFHR3",0
"BX248415.1",0
"CFHR1",4
"CFHR4",0
"CFHR2",0
"CFHR5",0
"F13B",0
"ASPM",70
"ZBTB41",69
"CRB1",1
"AL136322.1",0
"DENND1B",55
"AL365258.1",0
"C1orf53",87
"LHX9",1
"NEK7",136
"ATP6V1G3",0
"AL157402.1",0
"PTPRC",0
"AL157402.2",0
"MIR181A1HG",67
"AC096631.1",0
"LINC01222",0
"LINC01221",0
"AC099673.1",0
"NR5A2",0
"LINC00862",3
"AC097065.2",0
"AC104461.1",1
"ZNF281",149
"AL359834.1",0
"KIF14",48
"DDX59",72
"AL445483.1",2
"CAMSAP2",138
"GPR25",0
"INAVA",1
"KIF21B",11
"AL358473.1",0
"AL358473.2",0
"CACNA1S",0
"ASCL5",0
"TMEM9",160
"IGFN1",0
"AC103925.1",0
"PKP1",0
"TNNT2",0
"LAD1",0
"AC119427.1",0
"TNNI1",0
"PHLDA3",172
"CSRP1",180
"AC096677.1",0
"NAV1",176
"AC092800.1",0
"IPO9-AS1",12
"AL645504.1",2
"IPO9",149
"SHISA4",110
"AL513217.1",2
"LMOD1",21
"TIMM17A",178
"RNPEP",157
"AC099676.1",0
"ELF3-AS1",2
"ELF3",4
"GPR37L1",0
"ARL8A",139
"PTPN7",0
"LGR6",0
"UBE2T",114
"PPP1R12B",43
"SYT2",0
"AC104463.2",0
"AC104463.1",0
"KDM5B",166
"AC098934.4",1
"PCAT6",45
"RABIF",116
"KLHL12",61
"ADIPOR1",154
"CYB5R1",113
"TMEM183A",165
"PPFIA4",10
"MYOG",0
"ADORA1",1
"AC105940.2",0
"AC105940.1",0
"MYBPH",0
"CHI3L1",0
"CHIT1",0
"LINC01353",0
"LINC01136",0
"BTG2",63
"FMOD",11
"PRELP",0
"OPTC",0
"ATP2B4",164
"LAX1",0
"ZC3H11A",7
"ZBED6",9
"SNRPE",179
"LINC00303",0
"SOX13",21
"AL592146.1",0
"ETNK2",36
"ERLNC1",0
"REN",0
"KISS1",0
"GOLT1A",0
"PLEKHA6",1
"AL592114.3",0
"LINC00628",0
"AL606489.1",0
"PPP1R15B",90
"PIK3C2B",10
"MDM4",129
"AL512306.3",0
"LRRN2",0
"AL512306.2",0
"AL161793.1",0
"NFASC",17
"CNTN2",0
"TMEM81",11
"RBBP5",74
"DSTYK",114
"TMCC2",24
"AC093422.2",0
"NUAK2",50
"KLHDC8A",0
"LEMD1-AS1",0
"LEMD1",0
"BLACAT1",0
"AC098936.1",0
"CDK18",3
"MFSD4A",1
"ELK4",97
"SLC45A3",24
"NUCKS1",180
"RAB29",123
"SLC41A1",63
"PM20D1",0
"SLC26A9",0
"AL713965.1",0
"RAB7B",68
"CTSE",0
"RHEX",0
"AVPR1B",0
"AC244035.1",0
"AC244035.2",0
"FAM72A",33
"SRGAP2",85
"IKBKE",112
"C1orf147",0
"AC244034.2",0
"RASSF5",3
"EIF2D",109
"AL591846.2",12
"DYRK3",81
"MAPKAPK2",146
"IL10",0
"IL19",0
"IL20",0
"IL24",4
"FCMR",6
"PIGR",0
"FCAMR",0
"C1orf116",1
"PFKFB2",14
"YOD1",38
"C4BPB",0
"C4BPA",0
"AL445493.3",0
"AL445493.2",0
"AL596218.1",0
"CD55",82
"AL391597.1",0
"CR2",0
"CR1",0
"AL137789.1",0
"CR1L",0
"AL137789.2",0
"CD46",150
"MIR29B2CHG",3
"CD34",7
"AL356275.1",1
"PLXNA2",64
"LINC01735",0
"AC099793.1",0
"LINC01717",0
"LINC01774",0
"AC092810.3",0
"LINC01696",0
"LINC01698",0
"AL023754.1",0
"CAMK1G",0
"LAMB3",24
"AL031316.1",3
"G0S2",49
"HSD11B1",6
"TRAF3IP3",0
"C1orf74",21
"IRF6",0
"UTP25",106
"SYT14",34
"SERTAD4-AS1",47
"SERTAD4",11
"HHAT",3
"KCNH1",0
"AL590132.1",5
"AC092017.3",0
"RCOR3",102
"TRAF5",85
"LINC00467",63
"RD3",0
"AC105275.1",0
"SLC30A1",120
"AL356310.1",0
"LINC01693",1
"NEK2",29
"AC096637.2",0
"AC096637.1",0
"LPGAT1",149
"AL445488.1",0
"INTS7",45
"DTL",40
"AL606468.1",0
"AL451060.1",0
"PPP2R5A",74
"AL360091.3",1
"TMEM206",73
"NENF",177
"AC092803.1",0
"LINC01740",0
"AC092803.2",8
"ATF3",24
"AL590648.2",1
"FAM71A",1
"AL590648.3",0
"BATF3",63
"NSL1",133
"TATDN3",88
"SPATA45",1
"FLVCR1-DT",10
"FLVCR1",64
"AC104333.4",0
"VASH2",13
"ANGEL2",92
"RPS6KC1",98
"AL592402.1",0
"AC096639.1",0
"LINC00538",0
"PROX1",1
"AC011700.1",1
"AL606537.1",0
"AL592287.1",0
"SMYD2",123
"PTPN14",150
"CENPF",92
"KCNK2",0
"AL450990.1",0
"KCTD3",95
"USH2A",0
"AL358452.1",0
"AC093581.1",0
"AC138024.1",0
"ESRRG",1
"GPATCH2",122
"SPATA17",8
"SPATA17-AS1",0
"LINC00210",0
"AL355526.1",0
"LINC01653",0
"RRP15",130
"TGFB2-AS1",1
"TGFB2",165
"C1orf143",2
"LINC01710",0
"LYPLAL1-DT",1
"LYPLAL1",133
"AL360093.1",1
"AC096642.1",8
"AL513283.1",2
"AL356364.1",0
"ZC3H11B",17
"SLC30A10",0
"EPRS",179
"BPNT1",52
"IARS2",162
"RAB3GAP2",148
"AL451081.1",0
"AC096644.4",0
"AC096644.1",0
"MARK1",6
"C1orf115",2
"MARC2",16
"MARC1",4
"RNU6ATAC35P",0
"AL445423.1",3
"LINC01352",0
"HLX-AS1",5
"HLX",35
"AL445470.1",0
"AL360013.2",0
"DUSP10",16
"LINC01655",0
"LINC02257",0
"LINC02474",0
"LINC01705",8
"AL356108.1",1
"AL513314.1",0
"AL513314.2",3
"HHIPL2",2
"TAF1A",20
"TAF1A-AS1",3
"MIA3",140
"AL592148.3",13
"AIDA",163
"BROX",125
"FAM177B",0
"AL392172.1",58
"AC093152.1",1
"DISP1",8
"TLR5",0
"AL359979.2",0
"AL359979.1",0
"SUSD4",0
"CCDC185",0
"CAPN8",0
"CAPN2",178
"TP53BP2",113
"AC138393.3",0
"FBXO28",83
"DEGS1",155
"AC092809.4",0
"NVL",78
"CNIH4",176
"WDR26",144
"CNIH3",78
"AL596330.1",0
"AL391811.1",0
"DNAH14",58
"LBR",108
"AC092811.2",0
"ENAH",176
"AC099066.2",2
"SRP9",179
"EPHX1",87
"AL591895.1",12
"TMEM63A",72
"LEFTY1",0
"AL117348.2",0
"PYCR2",114
"LEFTY2",0
"SDE2",76
"AL512343.2",0
"H3F3A",180
"LINC01703",9
"ACBD3",175
"ACBD3-AS1",1
"MIXL1",1
"LIN9",19
"PARP1",168
"STUM",0
"ITPKB",42
"ITPKB-AS1",0
"PSEN2",31
"COQ8A",22
"CDC42BPA",147
"AL353689.2",0
"AL451047.1",0
"LINC01641",0
"ZNF678",17
"SNAP47",115
"JMJD4",117
"SNAP47-AS1",0
"PRSS38",0
"WNT9A",0
"WNT3A",0
"AL136379.1",0
"ARF1",180
"C1orf35",122
"MRPL55",171
"GUK1",180
"GJC2",5
"IBA57-DT",1
"IBA57",33
"OBSCN-AS1",0
"OBSCN",6
"AL353593.1",5
"AL353593.2",0
"AL353593.3",0
"AL670729.3",1
"TRIM11",97
"AL670729.2",0
"AL670729.1",0
"TRIM17",0
"HIST3H3",0
"HIST3H2A",72
"HIST3H2BB",6
"RNF187",167
"RHOU",17
"AL137793.2",0
"AL137793.1",0
"AL162595.2",0
"TMEM78",0
"RAB4A",159
"SPHAR",0
"AL117350.1",3
"CCSAP",47
"ACTA1",0
"NUP133",91
"AL121990.1",0
"ABCB10",48
"TAF5L",71
"URB2",35
"LINC01682",0
"LINC01736",0
"GALNT2",168
"AL136988.2",0
"AL136988.1",0
"PGBD5",1
"AL133516.1",0
"LINC01737",0
"COG2",90
"AGT",1
"AL512328.1",0
"CAPN9",0
"AL118511.2",0
"C1orf198",56
"AL118511.1",1
"TTC13",23
"ARV1",101
"FAM89A",50
"TRIM67",0
"AL109810.2",0
"C1orf131",125
"GNPAT",134
"EXOC8",61
"SPRTN",87
"EGLN1",139
"AL445524.1",92
"TSNAX",147
"TSNAX-DISC1",0
"LINC00582",0
"DISC1",14
"AL353052.1",0
"AL353052.2",0
"SIPA1L2",21
"LINC01745",0
"LINC01744",0
"MAP10",11
"NTPCR",142
"PCNX2",63
"MAP3K21",3
"KCNK1",26
"SLC35F3",0
"AL122008.3",0
"AL122008.4",0
"AL355472.3",0
"AL355472.4",0
"AL355472.1",17
"COA6",165
"TARBP1",68
"LINC01354",9
"AL161640.1",0
"IRF2BP2",150
