"","coexpression_counts"
"AL353753.1",0
"AL451137.1",0
"AL356133.2",0
"CAAP1",98
"PLAA",129
"IFT74",89
"IFT74-AS1",0
"LRRC19",0
"AL355432.1",0
"TEK",84
"EQTN",0
"MOB3B",1
"AL163192.1",0
"IFNK",0
"C9orf72",39
"AL360014.1",0
"LINGO2",2
"LINC01242",0
"LINC01243",0
"ACO1",173
"DDX58",52
"TOPORS",130
"SMIM27",82
"NDUFB6",175
"TAF1L",2
"AL589642.1",0
"AL589642.2",0
"TMEM215",0
"AL157884.2",0
"APTX",120
"DNAJA1",178
"SMU1",131
"B4GALT1",170
"B4GALT1-AS1",9
"SPINK4",0
"BAG1",154
"CHMP5",173
"NFX1",108
"AQP7",0
"AL356218.1",0
"AQP3",2
"NOL6",77
"AL139008.2",0
"ANKRD18B",28
"CYP4F26P",2
"TRBV20OR9-2",0
"TRBV21OR9-2",0
"TRBV22OR9-2",0
"TRBV23OR9-2",0
"TRBV24OR9-2",0
"TRBV25OR9-2",0
"AL356489.3",0
"TRBV26OR9-2",0
"AL356489.2",0
"AL356489.1",0
"LINC01251",0
"PRSS3",72
"UBE2R2-AS1",1
"TRBV29OR9-2",0
"UBE2R2",173
"UBAP2",147
"AL354989.1",0
"DCAF12",80
"UBAP1",96
"KIF24",7
"NUDT2",143
"MYORG",11
"C9orf24",2
"FAM219A",112
"DNAI1",0
"ENHO",3
"AL160270.1",0
"CNTFR",0
"CNTFR-AS1",0
"RPP25L",118
"DCTN3",178
"ARID3C",0
"SIGMAR1",153
"GALT",75
"AL162231.3",0
"IL11RA",63
"CCL27",2
"AL162231.1",37
"AL162231.2",17
"CCL19",0
"CCL21",1
"FAM205A",0
"FAM205C",0
"PHF24",0
"DNAJB5-DT",0
"DNAJB5",32
"C9orf131",0
"VCP",180
"FANCG",34
"PIGO",47
"AL353795.2",1
"STOML2",178
"FAM214B",125
"UNC13B",68
"RUSC2",93
"FAM166B",0
"TESK1",83
"CD72",0
"AL357874.2",0
"AL357874.1",0
"SIT1",1
"RMRP",45
"CCDC107",156
"ARHGEF39",4
"CA9",2
"TPM2",180
"TLN1",180
"CREB3",166
"GBA2",65
"RGP1",65
"MSMP",0
"AL133410.2",0
"AL133410.1",0
"NPR2",53
"SPAG8",4
"HINT2",153
"TMEM8B",57
"FAM221B",0
"OR13J1",0
"HRCT1",23
"SPAAR",6
"OR2S2",0
"RECK",127
"GLIPR2",167
"CCIN",13
"CLTA",180
"GNE",52
"RNF38",74
"MELK",65
"PAX5",0
"AL450267.1",0
"AL161781.2",0
"LINC01400",0
"AL512604.3",3
"EBLN3P",150
"AL512604.2",0
"ZCCHC7",133
"LINC01627",0
"GRHPR",176
"ZBTB5",46
"POLR1E",112
"AL513165.1",0
"FBXO10",18
"AL513165.2",0
"TOMM5",156
"AL138752.2",0
"FRMPD1",0
"TRMT10B",53
"EXOSC3",140
"DCAF10",127
"SLC25A51",73
"SHB",134
"AL135785.1",0
"ALDH1B1",85
"IGFBPL1",0
"FAM95C",2
"ANKRD18A",6
"FAM201A",1
"AL591543.1",0
"FAM240B",0
"AL845311.1",0
"CNTNAP3",23
"SPATA31A1",0
"FAM74A1",0
"BX005214.1",0
"BX005214.2",0
"GLIDR",7
"AL773545.1",0
"ANKRD20A2",0
"FAM95B1",4
"BMS1P14",0
"FP325318.1",0
"IGKV1OR9-2",0
"AL353626.1",0
"BX255923.1",1
"BX255923.2",0
"FOXD4L6",0
"CBWD6",23
"AL845472.1",0
"AL354718.2",0
"AL591926.2",0
"CNTNAP3B",66
"SPATA31A6",0
"FAM74A7",0
"AL445584.2",0
"BX088651.4",6
"BX088651.2",0
"BX664718.1",0
"AL591441.2",0
"AL591441.1",0
"SPATA31A5",0
"AL590491.2",0
"SPATA31A7",0
"BX005040.3",0
"BX005040.1",1
"BX088645.1",0
"AL935212.2",0
"AL935212.1",0
"FAM27C",65
"AL391987.4",0
"AL391987.2",0
"AL391987.3",0
"CR769775.2",0
"AL590399.3",2
"AL590399.1",9
"AL590399.5",0
"LINC01189",0
"BX005266.2",5
"LINC01410",3
"AL512625.2",0
"AL512625.3",2
"AL512625.1",16
"AL772155.1",0
"CR786580.1",0
"ANKRD20A4",1
"IGKV1OR-2",0
"IGKV1OR9-1",0
"FOXD4L5",1
"CBWD5",100
"FOXD4L4",0
"IGKV1OR-3",0
"AL136317.2",0
"ANKRD20A3",0
"AL513478.2",0
"ZNF658",17
"AL353770.4",0
"AL353770.3",0
"SPATA31A3",0
"BX664730.1",0
"ANKRD20A1",0
"AL353608.2",0
"CBWD3",41
"FOXD4L3",0
"AL353608.3",0
"AL353608.1",0
"PGM5",5
"PGM5-AS1",0
"AL161457.2",7
"TMEM252",0
"AL353616.2",0
"LINC01506",0
"PIP5K1B",0
"FAM122A",77
"AL354794.1",0
"PRKACG",0
"FXN",130
"AL358113.1",5
"TJP2",4
"BANCR",0
"FAM189A2",7
"APBA1",5
"AL353693.1",0
"AL162412.1",0
"PTAR1",87
"C9orf135-DT",0
"C9orf135",0
"MAMDC2-AS1",2
"MAMDC2",0
"SMC5-AS1",14
"SMC5",140
"KLF9",126
"TRPM3",1
"AL159990.2",0
"AL159990.1",0
"CEMIP2",74
"ABHD17B",43
"C9orf85",112
"C9orf57",0
"GDA",0
"AL135924.2",0
"LINC01504",0
"ZFAND5",170
"TMC1",0
"LINC01474",1
"ALDH1A1",0
"ANXA1",180
"AL451127.1",0
"AL355674.1",0
"RORB-AS1",0
"RORB",0
"TRPM6",0
"C9orf40",80
"C9orf41-AS1",0
"CARNMT1",88
"NMRK1",102
"OSTF1",123
"AL353780.1",0
"PCSK5",74
"RFK",131
"GCNT1",25
"PRUNE2",10
"PCA3",2
"FOXB2",0
"VPS13A-AS1",0
"VPS13A",106
"GNA14",0
"GNA14-AS1",0
"GNAQ",162
"CEP78",80
"PSAT1",155
"AL512634.1",0
"AL358975.1",0
"TLE4",94
"AL161912.1",0
"AL161912.2",0
"AL161782.1",0
"LINC01507",0
"AL138749.1",0
"TLE1",101
"AL591368.1",0
"AL158154.1",0
"SPATA31D4",0
"AL158154.2",3
"SPATA31D3",0
"SPATA31D1",0
"AL162726.1",0
"AL162726.4",0
"RASEF",2
"AL137847.1",0
"FRMD3",10
"AL137847.2",2
"IDNK",35
"UBQLN1",163
"AL354920.1",32
"GKAP1",15
"AL354733.1",0
"AL354733.2",0
"KIF27",13
"C9orf64",39
"HNRNPK",179
"AL354733.3",0
"RMI1",46
"AL390838.1",0
"SLC28A3",1
"AL356134.1",0
"NTRK2",0
"AGTPBP1",59
"AL157882.1",0
"AL353743.2",0
"NAA35",134
"GOLM1",162
"C9orf153",2
"ISCA1",164
"TUT7",110
"AL158828.1",0
"AL353613.1",0
"GAS1",18
"GAS1RR",0
"AL513318.2",0
"C9orf170",1
"DAPK1",42
"CTSL",165
"AL772337.2",0
"AL772337.1",0
"SPATA31E1",0
"AL353572.3",0
"CDK20",19
"SPIN1",119
"NXNL2",3
"AL592486.1",0
"AL772202.1",0
"C9orf47",22
"S1PR3",133
"SHC3",146
"CKS2",154
"SECISBP2",131
"SEMA4D",0
"GADD45G",9
"AL606807.1",0
"BX470209.1",0
"BX470209.2",0
"AL161629.1",0
"MIR4290HG",0
"LINC01508",1
"LINC01501",0
"DIRAS2",0
"SYK",0
"AL355607.1",0
"AL355607.2",0
"AL158071.3",0
"AL158071.1",0
"AL158071.4",0
"LINC00484",0
"AL158071.5",2
"AUH",24
"NFIL3",80
"AL353764.1",0
"ROR2",21
"SPTLC1",135
"AL136097.2",0
"IARS",175
"NOL8",151
"CENPP",21
"OGN",1
"OMD",0
"ASPN",0
"ECM2",8
"IPPK",58
"BICD2",140
"ZNF484",18
"FGD3",0
"SUSD3",2
"AL451065.1",0
"CARD19",139
"NINJ1",117
"AL390760.1",1
"WNK2",0
"C9orf129",0
"AL583839.2",0
"AL583839.1",1
"FAM120AOS",126
"FAM120A",165
"PHF2",60
"AL442224.1",0
"BARX1",0
"BARX1-DT",0
"PTPDC1",59
"AL158152.2",0
"AL158152.1",10
"MIRLET7DHG",1
"ZNF169",24
"NUTM2F",0
"AL691447.2",2
"MFSD14B",121
"PCAT7",0
"FBP2",0
"FBP1",0
"C9orf3",94
"AL353768.1",1
"FANCC",29
"AL354893.2",0
"AL161729.3",0
"PTCH1",21
"AL161729.2",0
"AL161729.1",7
"AL161729.4",0
"AL392185.1",0
"AL354861.2",0
"LINC00476",61
"AL354861.3",0
"ERCC6L2",61
"LINC00092",0
"AL449403.1",0
"AL449403.2",0
"HSD17B3",0
"AL160269.1",0
"HSD17B3-AS1",0
"SLC35D2",120
"ZNF367",9
"HABP4",109
"CDC14B",58
"AAED1",107
"AL589843.1",0
"ZNF510",25
"ZNF782",1
"MFSD14C",91
"NUTM2G",0
"CTSV",4
"AL590705.3",0
"AL590705.1",0
"AL590705.2",0
"CCDC180",0
"TDRD7",21
"TMOD1",25
"AL162385.1",0
"TSTD2",75
"NCBP1",106
"AL162385.2",0
"XPA",100
"AL445531.1",0
"PTCSC2",0
"FOXE1",0
"TRMO",36
"HEMGN",0
"ANP32B",179
"AL354726.1",0
"NANS",171
"TRIM14",47
"CORO2A",6
"TBC1D2",29
"GABBR2",29
"ANKS6",92
"GALNT12",68
"AL136084.2",0
"COL15A1",5
"AL136084.3",0
"TGFBR1",123
"AL162427.1",0
"ALG2",150
"SEC61B",180
"AL137067.1",0
"AL162394.1",0
"AL359710.1",0
"NR4A3",14
"STX17-AS1",1
"STX17",77
"AL358937.1",1
"ERP44",155
"INVS",37
"TEX10",97
"MSANTD3",168
"MSANTD3-TMEFF1",0
"TMEFF1",0
"CAVIN4",13
"PLPPR1",0
"BAAT",0
"MRPL50",151
"ZNF189",55
"ALDOB",1
"TMEM246-AS1",0
"TMEM246",30
"RNF20",112
"GRIN3A",0
"PPP3R2",0
"LINC00587",0
"CYLC2",0
"LINC01492",0
"AL390962.1",0
"AL590381.1",0
"SMC2-AS1",2
"SMC2",114
"OR13F1",0
"AL450426.1",0
"OR13C4",0
"OR13C3",0
"OR13C8",0
"OR13C5",0
"OR13C2",0
"OR13C9",0
"OR13D1",0
"NIPSNAP3A",118
"NIPSNAP3B",0
"ABCA1",145
"AL359182.1",5
"AL359182.2",0
"SLC44A1",139
"FSD1L",41
"AL158070.1",0
"FKTN",88
"TAL2",0
"TMEM38B",65
"AL732323.1",0
"AL451140.1",0
"AL512649.2",0
"ZNF462",93
"AL807761.4",0
"AL807761.3",0
"RAD23B",174
"LINC01509",0
"KLF4",34
"AL353742.1",0
"AL358779.1",0
"ACTL7B",0
"ACTL7A",0
"ELP1",81
"FAM206A",34
"CTNNAL1",162
"TMEM245",122
"FRRS1L",0
"EPB41L4B",14
"PTPN3",6
"PALM2",37
"AL158829.1",0
"PALM2-AKAP2",12
"AKAP2",24
"C9orf152",0
"TXN",180
"TXNDC8",0
"SVEP1",17
"AL592463.1",1
"MUSK",0
"LPAR1",64
"AL162414.1",0
"OR2K2",0
"ECPAS",148
"ZNF483",2
"PTGR1",168
"AL135787.1",0
"DNAJC25",98
"DNAJC25-GNG10",10
"GNG10",30
"C9orf84",0
"UGCG",165
"SUSD1",44
"PTBP3",143
"HSDL2",109
"C9orf147",0
"KIAA1958",9
"INIP",96
"AL390067.1",0
"SNX30",52
"SLC46A2",0
"AL139041.1",3
"ZNF883",5
"ZFP37",9
"FAM225B",0
"FAM225A",0
"SLC31A2",21
"FKBP15",103
"SLC31A1",139
"CDC26",157
"PRPF4",125
"RNF183",0
"WDR31",22
"BSPRY",0
"HDHD3",40
"ALAD",65
"POLE3",136
"C9orf43",1
"RGS3",164
"AL162727.2",0
"AL162727.1",1
"AL157702.2",1
"ZNF618",146
"AMBP",0
"KIF12",2
"COL27A1",108
"ORM1",0
"ORM2",0
"AKNA",39
"AL138895.1",0
"WHRN",8
"ATP6V1G1",179
"TMEM268",45
"TEX53",0
"TEX48",0
"TNFSF15",2
"TNFSF8",1
"TNC",113
"AL162425.1",1
"DEC1",0
"AL355601.1",0
"AL691420.1",12
"LINC00474",0
"AL691426.1",2
"PAPPA",180
"PAPPA-AS2",1
"AL137024.1",0
"PAPPA-AS1",24
"ASTN2",23
"ASTN2-AS1",0
"AL133284.1",0
"TRIM32",88
"AL445644.1",0
"AL161630.1",0
"AL160272.2",0
"TLR4",83
"AL160272.1",2
"AL354754.1",0
"AL355592.1",0
"LINC02578",0
"BRINP1",1
"AC006288.1",0
"LINC01613",0
"AL441989.1",0
"CDK5RAP2",106
"MEGF9",35
"FBXW2",131
"B3GNT10",4
"PSMD5",103
"PHF19",115
"TRAF1",21
"C5",6
"CNTRL",56
"RAB14",172
"GSN",127
"AL513122.2",0
"GSN-AS1",1
"STOM",126
"AL359644.1",1
"DAB2IP",48
"AL357936.1",0
"TTLL11",21
"TTLL11-IT1",0
"NDUFA8",177
"MORN5",1
"LHX6",0
"RBM18",117
"MRRF",102
"PTGS1",118
"AL359636.3",0
"AL359636.1",6
"AL359636.2",0
"OR1J1",0
"OR1J2",0
"OR1J4",0
"OR1N1",0
"OR1N2",0
"OR1L8",0
"AL162254.1",0
"OR1Q1",0
"OR1B1",0
"OR1L1",0
"OR1L3",0
"OR1L4",0
"OR1L6",0
"OR5C1",0
"PDCL",112
"OR1K1",0
"RC3H2",116
"ZBTB6",52
"ZBTB26",19
"RABGAP1",118
"GPR21",0
"STRBP",49
"CRB2",0
"DENND1A",47
"AL445489.1",0
"AL390774.2",0
"LHX2",0
"AC006450.3",0
"AC006450.2",0
"NEK6",123
"AL162724.2",0
"PSMB7",180
"ADGRD2",0
"NR5A1",0
"AL354979.1",0
"NR6A1",2
"MIR181A2HG",16
"AL354928.1",0
"OLFML2A",4
"WDR38",0
"RPL35",180
"ARPC5L",174
"GOLGA1",82
"SCAI",35
"PPP6C",133
"RABEPK",116
"HSPA5",180
"AL354710.2",0
"GAPVD1",136
"MAPKAP1",166
"AL162584.1",0
"PBX3",101
"AL589923.1",0
"AL162391.1",0
"MVB12B",35
"AL356309.2",0
"AL356309.1",0
"AL161908.1",0
"LMX1B",0
"ZBTB43",111
"ZBTB34",38
"RALGPS1",9
"ANGPTL2",80
"AL450263.1",0
"GARNL3",5
"SLC2A8",76
"ZNF79",15
"RPL12",180
"LRSAM1",45
"FAM129B",148
"STXBP1",114
"AL162426.1",5
"PTRH1",146
"CFAP157",0
"TTC16",0
"TOR2A",69
"SH2D3C",2
"CDK9",88
"FPGS",113
"ENG",172
"AL162586.1",1
"AK1",64
"AL157935.2",1
"ST6GALNAC6",3
"ST6GALNAC4",133
"PIP5KL1",18
"AL157935.1",0
"DPM2",151
"FAM102A",75
"AL360268.2",0
"NAIF1",32
"SLC25A25",46
"AL360268.1",0
"SLC25A25-AS1",8
"PTGES2",168
"AL590708.1",4
"LCN2",1
"C9orf16",174
"CIZ1",138
"DNM1",53
"GOLGA2",168
"SWI5",178
"TRUB2",125
"AL359091.4",8
"COQ4",155
"SLC27A4",90
"URM1",155
"AL359091.3",0
"AL359091.1",0
"CERCAM",158
"ODF2",109
"ODF2-AS1",0
"GLE1",66
"AL356481.1",5
"SPTAN1",175
"AL356481.3",0
"WDR34",123
"HMGA1P4",4
"SET",179
"PKN3",20
"ZDHHC12",144
"AL441992.1",56
"ZER1",64
"TBC1D13",73
"ENDOG",130
"SPOUT1",78
"KYAT1",15
"LRRC8A",134
"PHYHD1",4
"AL672142.1",0
"DOLK",104
"NUP188",117
"AL592211.1",1
"SH3GLB2",118
"MIGA2",51
"DOLPP1",49
"CRAT",109
"AL158151.2",0
"PTPA",158
"AL158151.4",0
"IER5L",155
"AL158151.3",0
"AL158151.1",1
"AL161785.2",0
"AL161785.3",0
"AL161785.1",0
"C9orf106",1
"AL353803.5",0
"LINC01503",26
"AL353803.2",0
"AL353803.1",0
"AL353803.4",1
"AL391056.1",2
"NTMT1",173
"C9orf50",0
"ASB6",77
"AL590369.1",0
"PRRX2",8
"PRRX2-AS1",0
"PTGES",73
"TOR1B",69
"TOR1A",157
"C9orf78",159
"USP20",14
"FNBP1",122
"AL158207.2",0
"AL136141.1",0
"GPR107",123
"AL360004.1",1
"NCS1",172
"HMCN2",0
"ASS1",21
"FUBP3",143
"PRDM12",0
"EXOSC2",91
"ABL1",133
"QRFP",0
"FIBCD1",26
"AL161733.1",0
"LAMC3",0
"AIF1L",1
"NUP214",121
"AL157938.2",0
"AL157938.3",8
"FAM78A",4
"PLPP7",17
"PRRC2B",141
"AL358781.1",1
"POMT1",66
"AL358781.2",1
"UCK1",83
"PRRT1B",0
"RAPGEF1",66
"AL160271.1",0
"MED27",115
"NTNG2",13
"SETX",140
"TTF1",113
"CFAP77",0
"BARHL1",0
"DDX31",59
"GTF3C4",91
"AK8",3
"SPACA9",71
"TSC1",89
"GFI1B",1
"GTF3C5",114
"CEL",3
"RALGDS",60
"AL162417.1",0
"GBGT1",22
"OBP2B",0
"ABO",0
"SURF6",126
"MED22",78
"RPL7A",180
"SURF1",169
"SURF2",143
"SURF4",179
"STKLD1",4
"REXO4",117
"ADAMTS13",10
"CACFD1",42
"SLC2A6",140
"MYMK",0
"ADAMTSL2",4
"FAM163B",0
"AC002101.1",0
"DBH",0
"DBH-AS1",5
"SARDH",30
"VAV2",64
"BRD3OS",87
"BRD3",144
"AL445931.1",0
"BX649632.1",0
"WDR5",100
"BX649601.1",0
"LINC02247",0
"RXRA",109
"AL669970.1",0
"AL669970.3",0
"AL669970.2",0
"COL5A1",174
"COL5A1-AS1",0
"FCN2",0
"FCN1",0
"AL353611.1",0
"OLFM1",2
"AL390778.1",0
"AL390778.2",0
"C9orf62",0
"AL353615.1",0
"PPP1R26-AS1",3
"PPP1R26",30
"C9orf116",80
"MRPS2",156
"AL161452.1",0
"LCN1",5
"OBP2A",0
"PAEP",0
"LINC01502",0
"AL354761.1",0
"GLT6D1",0
"LCN9",0
"SOHLH1",0
"KCNT1",0
"CAMSAP1",81
"AL355574.1",1
"UBAC1",149
"NACC2",128
"AL138781.1",1
"TMEM250",127
"AL138781.2",0
"LHX3",0
"QSOX2",85
"CCDC187",0
"CR392000.2",0
"AC174065.1",3
"GPSM1",92
"DNLZ",16
"CARD9",4
"SNAPC4",72
"ENTR1",129
"PMPCA",150
"INPP5E",55
"SEC16A",140
"C9orf163",0
"NOTCH1",86
"AL592301.1",0
"NALT1",2
"AL590226.2",1
"AL590226.1",0
"EGFL7",169
"AGPAT2",167
"FAM69B",60
"SNHG7",145
"LCN10",0
"AL355987.1",0
"LCN6",0
"LCN8",0
"LCN15",0
"TMEM141",179
"AL355987.3",0
"CCDC183",5
"CCDC183-AS1",0
"RABL6",170
"AJM1",15
"PHPT1",180
"MAMDC4",7
"EDF1",180
"TRAF2",63
"FBXW5",165
"C8G",0
"LCN12",0
"PRR31",0
"PTGDS",4
"AL807752.7",0
"LCNL1",0
"PAXX",150
"CLIC3",25
"ABCA2",40
"C9orf139",0
"FUT7",0
"AL807752.6",0
"NPDC1",174
"ENTPD2",0
"AL807752.4",0
"AL807752.2",0
"SAPCD2",13
"AL807752.3",0
"UAP1L1",66
"MAN1B1-DT",29
"MAN1B1",150
"DPP7",169
"GRIN1",0
"LRRC26",0
"AL929554.1",0
"TMEM210",0
"ANAPC2",29
"SSNA1",172
"TPRN",65
"TMEM203",146
"NDOR1",14
"BX255925.3",37
"RNF208",9
"CYSRT1",6
"RNF224",0
"SLC34A3",0
"TUBB4B",178
"FAM166A",0
"STPG3-AS1",0
"STPG3",0
"NELFB",142
"TOR4A",72
"NRARP",5
"EXD3",69
"NOXA1",0
"ENTPD8",0
"NSMF",116
"PNPLA7",2
"MRPL41",180
"DPH7",100
"ZMYND19",109
"ARRDC1",63
"ARRDC1-AS1",81
"EHMT1",123
"AL772363.1",0
"CACNA1B",1
"AL954642.1",0
"AC069287.1",0
"LINC01001",13
"AC069287.3",0
"BET1L",146
"SCGB1C1",0
"ODF3",0
"AC069287.2",1
"RIC8A",164
"SIRT3",48
"PSMD13",179
"NLRP6",0
"AC136475.3",0
"PGGHG",40
"IFITM5",0
"IFITM2",141
"AC136475.2",0
"IFITM1",3
"AC136475.1",2
"IFITM3",180
"AC136475.4",0
"AC136475.8",0
"AC136475.7",0
"AC136475.5",2
"AC136475.9",0
"B4GALNT4",34
"PKP3",9
"SIGIRR",159
"ANO9",0
"PTDSS2",138
"AC138230.1",1
"RNH1",180
"AC137894.1",0
"HRAS",178
"LRRC56",2
"LMNTD2",3
"AP006284.1",0
"RASSF7",38
"MIR210HG",113
"PHRF1",108
"IRF7",35
"CDHR5",0
"SCT",0
"DRD4",3
"DEAF1",104
"AC131934.1",0
"EPS8L2",40
"TMEM80",88
"AP006621.4",0
"TALDO1",180
"GATD1",122
"AP006621.3",47
"AP006621.2",0
"CEND1",75
"SLC25A22",68
"PANO1",22
"PIDD1",45
"RPLP2",180
"PNPLA2",136
"AP006621.1",0
"CRACR2B",10
"CD151",180
"POLR2L",180
"TSPAN4",178
"AP006623.1",12
"CHID1",166
"AP2A2",147
"MUC6",0
"AC139749.1",0
"MUC2",0
"MUC5AC",0
"MUC5B",0
"AC061979.1",0
"TOLLIP",131
"TOLLIP-AS1",7
"BRSK2",1
"MOB2",113
"DUSP8",43
"KRTAP5-AS1",0
"KRTAP5-1",0
"KRTAP5-2",0
"KRTAP5-3",0
"KRTAP5-4",0
"KRTAP5-5",0
"AP006285.2",0
"FAM99A",0
"FAM99B",0
"AP006285.1",0
"KRTAP5-6",0
"IFITM10",1
"AC068580.4",4
"CTSD",176
"AC068580.3",0
"AC068580.2",0
"SYT8",0
"TNNI2",0
"LSP1",14
"PRR33",0
"LINC01150",0
"TNNT3",0
"MRPL23",153
"MRPL23-AS1",0
"LINC01219",0
"INS-IGF2",0
"IGF2-AS",1
"INS",0
"TH",0
"ASCL2",0
"C11orf21",0
"TSPAN32",0
"CD81-AS1",1
"CD81",180
"TSSC4",164
"TRPM5",0
"AC124057.1",0
"KCNQ1",1
"KCNQ1OT1",138
"KCNQ1-AS1",0
"KCNQ1DN",0
"CDKN1C",37
"SLC22A18AS",6
"SLC22A18",74
"PHLDA2",179
"NAP1L4",168
"AC131971.1",0
"CARS",170
"CARS-AS1",0
"OSBPL5",53
"AC108448.1",0
"MRGPRG",0
"MRGPRG-AS1",0
"AC109309.1",0
"MRGPRE",0
"AC123788.1",0
"ZNF195",73
"AC127526.1",0
"ART5",1
"ART1",0
"CHRNA10",7
"NUP98",93
"PGAP2",94
"RHOG",165
"AC090587.1",2
"STIM1",70
"RRM1",120
"RRM1-AS1",0
"AC015689.1",5
"SSU72P5",0
"SSU72P2",0
"SSU72P4",0
"SSU72P3",0
"SSU72P7",0
"OR52B4",0
"TRIM21",42
"OR52K2",0
"OR52K1",0
"OR52M1",0
"C11orf40",0
"OR52I2",0
"OR52I1",1
"TRIM68",19
"OR51D1",0
"OR51E1",0
"OR51E2",0
"MMP26",0
"OR51F1",0
"OR52R1",0
"OR51F2",0
"OR51S1",0
"OR51T1",0
"OR51A7",0
"OR51G2",0
"OR51G1",0
"OR51A4",0
"OR51A2",0
"OR51L1",0
"OR52J3",0
"OR52E2",0
"AC113331.1",0
"OR52A5",0
"OR52A1",0
"OR51V1",0
"AC104389.1",0
"HBB",0
"HBD",0
"BGLT3",0
"HBG1",0
"AC104389.5",0
"HBG2",0
"AC104389.4",3
"HBE1",0
"OR51B4",0
"OR51B5",0
"OR51B2",0
"OR51B6",0
"OR51M1",1
"OR51Q1",0
"OR51I1",0
"OR51I2",0
"OR52D1",0
"UBQLN3",0
"UBQLNL",0
"OR52H1",0
"OR52B6",0
"TRIM6",18
"TRIM6-TRIM34",0
"TRIM34",1
"TRIM5",81
"TRIM22",86
"OR56B1",0
"OR52N4",0
"OR52N5",0
"OR52N1",0
"OR52N2",0
"OR52E6",0
"OR52E8",0
"OR52E4",0
"OR52E5",0
"OR56A3",0
"OR56A5",0
"OR52L1",0
"OR56A4",0
"OR56A1",0
"OR56B4",0
"OR52B2",0
"OR52W1",0
"AC022762.2",1
"C11orf42",0
"FAM160A2",59
"CNGA4",0
"CCKBR",0
"CAVIN3",180
"AC068733.3",0
"AC068733.1",0
"SMPD1",120
"APBB1",76
"HPX",3
"TRIM3",66
"ARFIP2",146
"TIMM10B",128
"AC084337.2",0
"DNHD1",6
"RRP8",102
"AC091564.2",0
"ILK",179
"TAF10",179
"TPP1",156
"AC091564.6",4
"DCHS1",3
"AC091564.4",0
"AC091564.5",0
"MRPL17",174
"OR2AG2",1
"OR2AG1",0
"OR6A2",0
"AC087280.2",2
"OR10A5",0
"OR10A2",0
"OR10A4",0
"OR2D2",0
"OR2D3",0
"ZNF215",25
"ZNF214",7
"NLRP14",0
"RBMXL2",0
"AC027804.1",0
"SYT9",0
"AC107884.1",1
"OLFML1",1
"PPFIBP2",10
"AC107884.2",0
"CYB5R2",62
"OVCH2",0
"AC044810.3",0
"AC104237.1",0
"OR5P2",0
"OR5P3",0
"OR10A6",0
"OR10A3",0
"NLRP10",0
"EIF3F",180
"CASC23",0
"TUB",6
"AC116456.1",0
"RIC3",0
"AC091013.1",0
"LMO1",0
"STK33",9
"TRIM66",36
"AC091053.2",0
"RPL27A",180
"ST5",109
"AC091053.1",0
"AC026894.1",0
"AKIP1",121
"C11orf16",0
"ASCL3",0
"TMEM9B",139
"TMEM9B-AS1",1
"NRIP3",81
"AC079296.1",0
"SCUBE2",3
"DENND5A",139
"TMEM41B",135
"IPO7",167
"AC132192.1",5
"AC132192.2",15
"ZNF143",73
"WEE1",108
"SWAP70",154
"AC026250.1",6
"SBF2-AS1",28
"SBF2",107
"AC011092.2",0
"AC100763.1",0
"AC080023.1",1
"ADM",125
"AMPD3",46
"MTRNR2L8",178
"RNF141",120
"MRVI1-AS1",0
"LYVE1",1
"MRVI1",13
"CTR9",135
"EIF4G2",180
"AC116535.1",0
"ZBED5",104
"ZBED5-AS1",37
"AC069360.1",1
"AC111188.1",0
"KC877392.1",0
"GALNT18",1
"CSNK2A3",39
"AC023946.1",0
"AC104031.1",1
"USP47",162
"DKK3",163
"LINC02547",2
"AC124276.1",0
"AC124276.2",4
"MICAL2",177
"AC079329.1",4
"PARVA",174
"AC009806.1",0
"TEAD1",141
"AC013549.2",0
"AC013549.1",0
"LINC00958",0
"AC084859.1",0
"RASSF10",6
"AC013762.1",0
"ARNTL",43
"BTBD10",113
"PTH",0
"FAR1",138
"LINC02548",0
"AC027779.1",0
"LINC02545",0
"AC022240.1",0
"SPON1",18
"SPON1-AS1",0
"RRAS2",162
"COPB1",175
"AC018523.2",0
"PSMA1",180
"PDE3B",0
"CYP2R1",26
"CALCB",0
"CALCA",0
"INSC",0
"AC073172.2",0
"AC073172.1",0
"AC087379.2",0
"AC087379.1",0
"AC009869.1",0
"SOX6",27
"AC103794.1",0
"C11orf58",179
"PLEKHA7",1
"RPS13",180
"PIK3C2A",145
"NUCB2",179
"NCR3LG1",47
"AC124798.1",52
"KCNJ11",0
"ABCC8",0
"USH1C",0
"OTOG",0
"AC124301.1",0
"AC124301.2",0
"MYOD1",0
"KCNC1",1
"SERGEF",69
"TPH1",1
"SAAL1",72
"MRGPRX3",0
"AC090099.4",0
"MRGPRX4",0
"SAA4",0
"SAA2-SAA4",0
"SAA2",0
"SAA1",1
"HPS5",82
"GTF2H1",106
"LDHA",179
"LDHC",0
"LDHAL6A",0
"TSG101",164
"UEVLD",84
"SPTY2D1OS",21
"SPTY2D1",132
"TMEM86A",7
"IGSF22",1
"AC103974.1",0
"PTPN5",0
"MRGPRX1",0
"AC023078.5",0
"MRGPRX2",0
"ZDHHC13",47
"CSRP3",0
"AC009652.2",0
"E2F8",6
"AC009652.1",0
"NAV2",134
"NAV2-AS5",0
"NAV2-AS4",0
"AC009549.1",45
